;id;name;reaction_string
1593;PGP140abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm); 1:atp_c +  1:h2o_c +  1:pgp140_c-> 1:adp_c +  1:h_c +  1:pgp140_p +  1:pi_c
1594;PGP141abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm); 1:atp_c +  1:h2o_c +  1:pgp141_c-> 1:adp_c +  1:h_c +  1:pgp141_p +  1:pi_c
1595;PEAMNOpp;Phenethylamine oxidase; 1:h2o_p +  1:o2_p +  1:peamn_p-> 1:h2o2_p +  1:nh4_p +  1:pacald_p
1596;PGP160abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm); 1:atp_c +  1:h2o_c +  1:pgp160_c-> 1:adp_c +  1:h_c +  1:pgp160_p +  1:pi_c
1597;MALTHXabcpp;Maltohexaose transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:malthx_p-> 1:adp_c +  1:h_c +  1:malthx_c +  1:pi_c
1598;PGP161abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm); 1:atp_c +  1:h2o_c +  1:pgp161_c-> 1:adp_c +  1:h_c +  1:pgp161_p +  1:pi_c
1599;PGP180abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm); 1:atp_c +  1:h2o_c +  1:pgp180_c-> 1:adp_c +  1:h_c +  1:pgp180_p +  1:pi_c
1600;PLIPA1G181pp;Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm); 1:h2o_p +  1:pg181_p-> 1:2agpg181_p +  1:h_p +  1:ocdcea_p
1601;MALTHXtexi;Maltohexaose transport via diffusion (extracellular to periplasm) irreversible; 1:malthx_e-> 1:malthx_p
1602;PLIPA2A120pp;Phospholipase A2 (phosphatidate, n-C12:0) (periplasm); 1:h2o_p +  1:pa120_p-> 1:1ddecg3p_p +  1:ddca_p +  1:h_p
1603;PGP181abcpp;Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm); 1:atp_c +  1:h2o_c +  1:pgp181_c-> 1:adp_c +  1:h_c +  1:pgp181_p +  1:pi_c
1604;PGPP120;Phosphatidylglycerol phosphate phosphatase (n-C14:0); 1:h2o_c +  1:pgp120_c-> 1:pg120_c +  1:pi_c
1605;PLIPA2A140pp;Phospholipase A2 (phosphatidate, n-C14:0) (periplasm); 1:h2o_p +  1:pa140_p-> 1:1tdecg3p_p +  1:h_p +  1:ttdca_p
1606;MALTPTabcpp;Maltopentaose transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:maltpt_p-> 1:adp_c +  1:h_c +  1:maltpt_c +  1:pi_c
1607;PLIPA2A141pp;Phospholipase A2 (phosphatidate, n-C14:1) (periplasm); 1:h2o_p +  1:pa141_p-> 1:1tdec7eg3p_p +  1:h_p +  1:ttdcea_p
1608;PLIPA2A160pp;Phospholipase A2 (phosphatidate, n-C16:0) (periplasm); 1:h2o_p +  1:pa160_p-> 1:1hdecg3p_p +  1:h_p +  1:hdca_p
1609;PLIPA2A161pp;Phospholipase A2 (phosphatidate, n-C16:1) (periplasm); 1:h2o_p +  1:pa161_p-> 1:1hdec9eg3p_p +  1:h_p +  1:hdcea_p
1610;PLIPA2A180pp;Phospholipase A2 (phosphatidate, n-C18:0) (periplasm); 1:h2o_p +  1:pa180_p-> 1:1odecg3p_p +  1:h_p +  1:ocdca_p
1611;PGPP120pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0); 1:h2o_p +  1:pgp120_p-> 1:pg120_p +  1:pi_p
1612;PGPP140;Phosphatidylglycerol phosphate phosphatase (n-C14:0); 1:h2o_c +  1:pgp140_c-> 1:pg140_c +  1:pi_c
1613;PGPP140pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0); 1:h2o_p +  1:pgp140_p-> 1:pg140_p +  1:pi_p
1614;PGPP141;Phosphatidylglycerol phosphate phosphatase (n-C14:1); 1:h2o_c +  1:pgp141_c-> 1:pg141_c +  1:pi_c
1615;PLIPA2A181pp;Phospholipase A2 (phosphatidate, n-C18:1) (periplasm); 1:h2o_p +  1:pa181_p-> 1:1odec11eg3p_p +  1:h_p +  1:ocdcea_p
1616;PLIPA2E120pp;Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm); 1:h2o_p +  1:pe120_p-> 1:1agpe120_p +  1:ddca_p +  1:h_p
1617;PGPP141pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1); 1:h2o_p +  1:pgp141_p-> 1:pg141_p +  1:pi_p
1618;MALTPTtexi;MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible; 1:maltpt_e-> 1:maltpt_p
1619;PGPP160;Phosphatidylglycerol phosphate phosphatase (n-C16:0); 1:h2o_c +  1:pgp160_c-> 1:pg160_c +  1:pi_c
1620;MALTTRabcpp;Maltotriose transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:malttr_p-> 1:adp_c +  1:h_c +  1:malttr_c +  1:pi_c
1621;PGPP160pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0); 1:h2o_p +  1:pgp160_p-> 1:pg160_p +  1:pi_p
1622;PGPP161;Phosphatidylglycerol phosphate phosphatase (n-C16:1); 1:h2o_c +  1:pgp161_c-> 1:pg161_c +  1:pi_c
1623;PLIPA2E140pp;Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm); 1:h2o_p +  1:pe140_p-> 1:1agpe140_p +  1:h_p +  1:ttdca_p
1624;PGPP161pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1); 1:h2o_p +  1:pgp161_p-> 1:pg161_p +  1:pi_p
1625;PLIPA2E141pp;Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm); 1:h2o_p +  1:pe141_p-> 1:1agpe141_p +  1:h_p +  1:ttdcea_p
1626;MALTTRtexi;Maltotriose transport via diffusion (extracellular to periplasm) irreversible; 1:malttr_e-> 1:malttr_p
1627;PLIPA2E160pp;Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm); 1:h2o_p +  1:pe160_p-> 1:1agpe160_p +  1:h_p +  1:hdca_p
1628;PGPP180;Phosphatidylglycerol phosphate phosphatase (n-C18:0); 1:h2o_c +  1:pgp180_c-> 1:pg180_c +  1:pi_c
1629;PGPP180pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0); 1:h2o_p +  1:pgp180_p-> 1:pg180_p +  1:pi_p
1630;PLIPA2E161pp;Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm); 1:h2o_p +  1:pe161_p-> 1:1agpe161_p +  1:h_p +  1:hdcea_p
1631;PGPP181;Phosphatidylglycerol phosphate phosphatase (n-C18:1); 1:h2o_c +  1:pgp181_c-> 1:pg181_c +  1:pi_c
1632;PLIPA2E180pp;Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm); 1:h2o_p +  1:pe180_p-> 1:1agpe180_p +  1:h_p +  1:ocdca_p
1633;MALTTTRabcpp;Maltotetraose transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:maltttr_p-> 1:adp_c +  1:h_c +  1:maltttr_c +  1:pi_c
1634;PLIPA2E181pp;Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm); 1:h2o_p +  1:pe181_p-> 1:1agpe181_p +  1:h_p +  1:ocdcea_p
1635;PLIPA2G120pp;Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm); 1:h2o_p +  1:pg120_p-> 1:1agpg120_p +  1:ddca_p +  1:h_p
1636;PGPP181pp;Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1); 1:h2o_p +  1:pgp181_p-> 1:pg181_p +  1:pi_p
1637;PGSA120;Phosphatidylglycerol synthase (n-C12:0); 1:cdpdddecg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp120_c
1638;PGSA140;Phosphatidylglycerol synthase (n-C14:0); 1:cdpdtdecg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp140_c
1639;PGSA141;Phosphatidylglycerol synthase (n-C14:1); 1:cdpdtdec7eg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp141_c
1640;PLIPA2G140pp;Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm); 1:h2o_p +  1:pg140_p-> 1:1agpg140_p +  1:h_p +  1:ttdca_p
1641;PLIPA2G141pp;Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm); 1:h2o_p +  1:pg141_p-> 1:1agpg141_p +  1:h_p +  1:ttdcea_p
1642;PLIPA2G160pp;Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm); 1:h2o_p +  1:pg160_p-> 1:1agpg160_p +  1:h_p +  1:hdca_p
1643;PLIPA2G161pp;Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm); 1:h2o_p +  1:pg161_p-> 1:1agpg161_p +  1:h_p +  1:hdcea_p
1644;PGSA160;Phosphatidylglycerol synthase (n-C16:0); 1:cdpdhdecg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp160_c
1645;PGSA161;Phosphatidylglycerol synthase (n-C16:1); 1:cdpdhdec9eg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp161_c
1646;PGSA180;Phosphatidylglycerol synthase (n-C18:0); 1:cdpdodecg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp180_c
1647;PLIPA2G180pp;Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm); 1:h2o_p +  1:pg180_p-> 1:1agpg180_p +  1:h_p +  1:ocdca_p
1648;MALTTTRtexi;MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible; 1:maltttr_e-> 1:maltttr_p
1649;PLIPA2G181pp;Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm); 1:h2o_p +  1:pg181_p-> 1:1agpg181_p +  1:h_p +  1:ocdcea_p
1650;PMANM;Phosphomannomutase; 1:man1p_c-> 1:man6p_c
1651;PGSA181;Phosphatidylglycerol synthase (n-C18:1); 1:cdpdodec11eg_c +  1:glyc3p_c-> 1:cmp_c +  1:h_c +  1:pgp181_c
1652;PHEMEabcpp;Protoheme transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:pheme_c-> 1:adp_c +  1:h_c +  1:pheme_p +  1:pi_c
1653;PHEMEtiex;Protoheme transport irreversible out via diffusion (periplasm to extracellular); 1:pheme_p-> 1:pheme_e
1654;PMDPHT;Pyrimidine phosphatase; 1:5aprbu_c +  1:h2o_c-> 1:4r5au_c +  1:pi_c
1655;PMPK;Phosphomethylpyrimidine kinase; 1:4ampm_c +  1:atp_c-> 1:2mahmp_c +  1:adp_c
1656;PHETA1;Phenylalanine transaminase; 1:akg_c +  1:phe__L_c-> 1:glu__L_c +  1:phpyr_c
1657;PNTK;Pantothenate kinase; 1:atp_c +  1:pnto__R_c-> 1:4ppan_c +  1:adp_c +  1:h_c
1658;MALTabcpp;Maltose transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:malt_p-> 1:adp_c +  1:h_c +  1:malt_c +  1:pi_c
1659;PHETRS;Phenylalanyl-tRNA synthetase; 1:atp_c +  1:phe__L_c +  1:trnaphe_c-> 1:amp_c +  1:phetrna_c +  1:ppi_c
1660;PHEt2rpp;L-phenylalanine reversible transport via proton symport (periplasm); 1:h_p +  1:phe__L_p-> 1:h_c +  1:phe__L_c
1661;PNTOt4pp;Pantothenate sodium symporter (periplasm); 1:na1_p +  1:pnto__R_p-> 1:na1_c +  1:pnto__R_c
1662;PHEtex;L-phenylalanine transport via diffusion (extracellular to periplasm); 1:phe__L_e-> 1:phe__L_p
1663;MALTptspp;Maltose transport via PEP:Pyr PTS (periplasm); 1:malt_p +  1:pep_c-> 1:malt6p_c +  1:pyr_c
1664;PNTOtex;Pantothenate transport via diffusion (extracellular to periplasm); 1:pnto__R_e-> 1:pnto__R_p
1665;POX;Pyruvate oxidase; 1:h2o_c +  1:pyr_c +  1:q8_c-> 1:ac_c +  1:co2_c +  1:q8h2_c
1666;PHYTSpp;Phytase (periplasm); 6:h2o_p +  1:minohp_p-> 1:inost_p +  6:pi_p
1667;PPA;Inorganic diphosphatase; 1:h2o_c +  1:ppi_c-> 1:h_c +  2:pi_c
1668;MALTtexi;MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible; 1:malt_e-> 1:malt_p
1669;PPA2;Inorganic triphosphatase; 1:h2o_c +  1:pppi_c-> 1:h_c +  1:pi_c +  1:ppi_c
1670;PPAKr;Propionate kinase; 1:adp_c +  1:ppap_c-> 1:atp_c +  1:ppa_c
1671;PIt2rpp;Phosphate reversible transport via symport (periplasm); 1:h_p +  1:pi_p-> 1:h_c +  1:pi_c
1672;PItex;Phosphate transport via diffusion (extracellular to periplasm); 1:pi_e-> 1:pi_p
1673;PIuabcpp;Phosphate transport via ABC system (uptake, periplasm); 1:atp_c +  1:h2o_c +  1:pi_p-> 1:adp_c +  1:h_c +  2:pi_c
1674;PLIPA1A120pp;Phospholipase A1 (phosphatidate, n-C12:0) (periplasm); 1:h2o_p +  1:pa120_p-> 1:2ddecg3p_p +  1:ddca_p
1675;PPALtex;Propanal transport via diffusion (extracellular to periplasm); 1:ppal_e-> 1:ppal_p
1676;PPALtpp;Propanal transport via channel (periplasm); 1:ppal_c-> 1:ppal_p
1677;PLIPA1A140pp;Phospholipase A1 (phosphatidate, n-C14:0) (periplasm); 1:h2o_p +  1:pa140_p-> 1:2tdecg3p_p +  1:ttdca_p
1678;PLIPA1A141pp;Phospholipase A1 (phosphatidate, n-C14:1) (periplasm); 1:h2o_p +  1:pa141_p-> 1:2tdec7eg3p_p +  1:ttdcea_p
1679;PLIPA1A160pp;Phospholipase A1 (phosphatidate, n-C16:0) (periplasm); 1:h2o_p +  1:pa160_p-> 1:2hdecg3p_p +  1:hdca_p
1680;PPAt4pp;Na+/Propionate symporter (periplasm); 1:na1_p +  1:ppa_p-> 1:na1_c +  1:ppa_c
1681;PPAtex;Propionate transport via diffusion; 1:ppa_e-> 1:ppa_p
1682;PPBNGS;Porphobilinogen synthase; 2:5aop_c-> 2:h2o_c +  1:h_c +  1:ppbng_c
1683;PPC;Phosphoenolpyruvate carboxylase; 1:co2_c +  1:h2o_c +  1:pep_c-> 1:h_c +  1:oaa_c +  1:pi_c
1684;PLIPA1A161pp;Phospholipase A1 (phosphatidate, n-C16:1) (periplasm); 1:h2o_p +  1:pa161_p-> 1:2hdec9eg3p_p +  1:hdcea_p
1685;PLIPA1A180pp;Phospholipase A1 (phosphatidate, n-C18:0) (periplasm); 1:h2o_p +  1:pa180_p-> 1:2odecg3p_p +  1:ocdca_p
1686;PPCDC;Phosphopantothenoylcysteine decarboxylase; 1:4ppcys_c +  1:h_c-> 1:co2_c +  1:pan4p_c
1687;MALt2_2pp;Malate transport via proton symport (2 H) (periplasm); 2:h_p +  1:mal__L_p-> 2:h_c +  1:mal__L_c
1688;PPCK;Phosphoenolpyruvate carboxykinase; 1:atp_c +  1:oaa_c-> 1:adp_c +  1:co2_c +  1:pep_c
1689;PPCSCT;Propanoyl-CoA: succinate CoA-transferase; 1:ppcoa_c +  1:succ_c-> 1:ppa_c +  1:succoa_c
1690;PLIPA1A181pp;Phospholipase A1 (phosphatidate, n-C18:1) (periplasm); 1:h2o_p +  1:pa181_p-> 1:2odec11eg3p_p +  1:ocdcea_p
1691;PLIPA1E120pp;Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm); 1:h2o_p +  1:pe120_p-> 1:2agpe120_p +  1:ddca_p +  1:h_p
1692;PLIPA1E140pp;Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm); 1:h2o_p +  1:pe140_p-> 1:2agpe140_p +  1:h_p +  1:ttdca_p
1693;PLIPA1E141pp;Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm); 1:h2o_p +  1:pe141_p-> 1:2agpe141_p +  1:h_p +  1:ttdcea_p
1694;PLIPA1E160pp;Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm); 1:h2o_p +  1:pe160_p-> 1:2agpe160_p +  1:h_p +  1:hdca_p
1695;PPGPPDP;Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase; 1:h2o_c +  1:ppgpp_c-> 1:gdp_c +  1:ppi_c
1696;PPK2;Polyphosphate kinase; 1:atp_c +  1:ppi_c-> 1:adp_c +  1:pppi_c
1697;MALt2_3pp;Malate transport via proton symport (3 H) (periplasm); 3:h_p +  1:mal__L_p-> 3:h_c +  1:mal__L_c
1698;PPK;Polyphosphate kinase; 1:atp_c +  1:pi_c-> 1:adp_c +  1:ppi_c
1699;PLIPA1E161pp;Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm); 1:h2o_p +  1:pe161_p-> 1:2agpe161_p +  1:h_p +  1:hdcea_p
1700;PLIPA1E180pp;Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm); 1:h2o_p +  1:pe180_p-> 1:2agpe180_p +  1:h_p +  1:ocdca_p
1701;PPM;Phosphopentomutase; 1:r1p_c-> 1:r5p_c
1702;MALtex;Malate transport via diffusion (extracellular to periplasm); 1:mal__L_e-> 1:mal__L_p
1703;PPM2;Phosphopentomutase 2 (deoxyribose); 1:2dr1p_c-> 1:2dr5p_c
1704;PLIPA1E181pp;Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm); 1:h2o_p +  1:pe181_p-> 1:2agpe181_p +  1:h_p +  1:ocdcea_p
1705;PLIPA1G120pp;Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm); 1:h2o_p +  1:pg120_p-> 1:2agpg120_p +  1:ddca_p +  1:h_p
1706;PPNCL2;Phosphopantothenate-cysteine ligase; 1:4ppan_c +  1:ctp_c +  1:cys__L_c-> 1:4ppcys_c +  1:cmp_c +  1:h_c +  1:ppi_c
1707;PLIPA1G140pp;Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm); 1:h2o_p +  1:pg140_p-> 1:2agpg140_p +  1:h_p +  1:ttdca_p
1708;MAN1PT2;Mannose-1-phosphate guanylyltransferase (GDP); 1:gdp_c +  1:h_c +  1:man1p_c-> 1:gdpmann_c +  1:pi_c
1709;PPND;Prephenate dehydrogenase; 1:nad_c +  1:pphn_c-> 1:34hpp_c +  1:co2_c +  1:nadh_c
1710;PPNDH;Prephenate dehydratase; 1:h_c +  1:pphn_c-> 1:co2_c +  1:h2o_c +  1:phpyr_c
1711;PLIPA1G141pp;Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm); 1:h2o_p +  1:pg141_p-> 1:2agpg141_p +  1:h_p +  1:ttdcea_p
1712;MAN6PI;Mannose-6-phosphate isomerase; 1:man6p_c-> 1:f6p_c
1713;PLIPA1G160pp;Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm); 1:h2o_p +  1:pg160_p-> 1:2agpg160_p +  1:h_p +  1:hdca_p
1714;PLIPA1G161pp;Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm); 1:h2o_p +  1:pg161_p-> 1:2agpg161_p +  1:h_p +  1:hdcea_p
1715;PPPGO;Protoporphyrinogen oxidase (aerobic); 1:o2_c +  1:pppg9_c-> 3:h2o_c +  1:ppp9_c
1716;PPPGO3;Protoporphyrinogen oxidase (anaerobic); 3:fum_c +  1:pppg9_c-> 1:ppp9_c +  3:succ_c
1717;PPPNDO;Phenylpropanoate Dioxygenase; 1:h_c +  1:nadh_c +  1:o2_c +  1:pppn_c-> 1:cechddd_c +  1:nad_c
1718;PPPNt2rpp;3-phenylpropionate transport via proton symport, reversible (periplasm); 1:h_p +  1:pppn_p-> 1:h_c +  1:pppn_c
1719;PPPNtex;3-phenylpropionate transport via diffusion (extracellular to periplasm); 1:pppn_e-> 1:pppn_p
1720;PPS;Phosphoenolpyruvate synthase; 1:atp_c +  1:h2o_c +  1:pyr_c-> 1:amp_c +  2:h_c +  1:pep_c +  1:pi_c
1721;PPTHpp;Phosphonate hydrogenase (periplasm); 1:h2o_p +  1:ppt_p-> 1:h2_p +  1:pi_p
1722;PLIPA1G180pp;Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm); 1:h2o_p +  1:pg180_p-> 1:2agpg180_p +  1:h_p +  1:ocdca_p
1723;PSD180;Phosphatidylserine decarboxylase (n-C18:0); 1:h_c +  1:ps180_c-> 1:co2_c +  1:pe180_c
1724;MAN6Pt6_2pp;Mannose-6-phosphate transport via phosphate antiport (periplasm); 1:man6p_p +  2:pi_c-> 1:man6p_c +  2:pi_p
1725;PSD181;Phosphatidylserine decarboxylase (n-C18:1); 1:h_c +  1:ps181_c-> 1:co2_c +  1:pe181_c
1726;PSERT;Phosphoserine transaminase; 1:3php_c +  1:glu__L_c-> 1:akg_c +  1:pser__L_c
1727;PPTtex;Phosphonate transport via diffusion (extracellular to periplasm); 1:ppt_e-> 1:ppt_p
1728;PRAGSr;Phosphoribosylglycinamide synthase; 1:atp_c +  1:gly_c +  1:pram_c-> 1:adp_c +  1:gar_c +  1:h_c +  1:pi_c
1729;PRAIS;Phosphoribosylaminoimidazole synthase; 1:atp_c +  1:fpram_c-> 1:adp_c +  1:air_c +  2:h_c +  1:pi_c
1730;PRAIi;Phosphoribosylanthranilate isomerase (irreversible); 1:pran_c-> 1:2cpr5p_c
1731;PSERtex;Phospho-L-serine transport via diffusion (extracellular to periplasm); 1:pser__L_e-> 1:pser__L_p
1732;PSP_L;Phosphoserine phosphatase (L-serine); 1:h2o_c +  1:pser__L_c-> 1:pi_c +  1:ser__L_c
1733;PRAMPC;Phosphoribosyl-AMP cyclohydrolase; 1:h2o_c +  1:prbamp_c-> 1:prfp_c
1734;MAN6Ptex;Mannose 6-phosphate transport via diffusion (extracellular to periplasm); 1:man6p_e-> 1:man6p_p
1735;PRASCSi;Phosphoribosylaminoimidazolesuccinocarboxamide synthase; 1:5aizc_c +  1:asp__L_c +  1:atp_c-> 1:25aics_c +  1:adp_c +  1:h_c +  1:pi_c
1736;PSP_Lpp;Phospho-L-serine phosphatase (periplasmic); 1:h2o_p +  1:pser__L_p-> 1:pi_p +  1:ser__L_p
1737;PSSA120;Phosphatidylserine syntase (n-C12:0); 1:cdpdddecg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps120_c
1738;MANAO;Mannonate oxidoreductase; 1:mana_c +  1:nad_c-> 1:fruur_c +  1:h_c +  1:nadh_c
1739;PSSA140;Phosphatidylserine syntase (n-C14:0); 1:cdpdtdecg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps140_c
1740;PSSA141;Phosphatidylserine syntase (n-C14:1); 1:cdpdtdec7eg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps141_c
1741;PRATPP;Phosphoribosyl-ATP pyrophosphatase; 1:h2o_c +  1:prbatp_c-> 1:h_c +  1:ppi_c +  1:prbamp_c
1742;PRFGS;Phosphoribosylformylglycinamidine synthase; 1:atp_c +  1:fgam_c +  1:gln__L_c +  1:h2o_c-> 1:adp_c +  1:fpram_c +  1:glu__L_c +  1:h_c +  1:pi_c
1743;PRMICI;1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase; 1:prfp_c-> 1:prlp_c
1744;PROD2;Proline dehydrogenase; 1:fad_c +  1:pro__L_c-> 1:1pyr5c_c +  1:fadh2_c +  1:h_c
1745;PSSA160;Phosphatidylserine syntase (n-C16:0); 1:cdpdhdecg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps160_c
1746;MANGLYCptspp;2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm); 1:manglyc_p +  1:pep_c-> 1:man6pglyc_c +  1:pyr_c
1747;PSSA161;Phosphatidylserine syntase (n-C16:1); 1:cdpdhdec9eg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps161_c
1748;PSSA180;Phosphatidylserine syntase (n-C18:0); 1:cdpdodecg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps180_c
1749;PROGLYabcpp;L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:progly_p-> 1:adp_c +  1:h_c +  1:pi_c +  1:progly_c
1750;PROGLYtex;L-Prolinylglycine transport via diffusion (extracellular to periplasm); 1:progly_e-> 1:progly_p
1751;PROTRS;Prolyl-tRNA synthetase; 1:atp_c +  1:pro__L_c +  1:trnapro_c-> 1:amp_c +  1:ppi_c +  1:protrna_c
1752;PROabcpp;L-proline transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:pro__L_p-> 1:adp_c +  1:h_c +  1:pi_c +  1:pro__L_c
1753;PROt2rpp;L-proline reversible transport via proton symport (periplasm); 1:h_p +  1:pro__L_p-> 1:h_c +  1:pro__L_c
1754;PROt4pp;Na+/Proline-L symporter (periplasm); 1:na1_p +  1:pro__L_p-> 1:na1_c +  1:pro__L_c
1755;PSSA181;Phosphatidylserine syntase (n-C18:1); 1:cdpdodec11eg_c +  1:ser__L_c-> 1:cmp_c +  1:h_c +  1:ps181_c
1756;PTA2;Phosphate acetyltransferase; 1:pi_c +  1:ppcoa_c-> 1:coa_c +  1:ppap_c
1757;PTAr;Phosphotransacetylase; 1:accoa_c +  1:pi_c-> 1:actp_c +  1:coa_c
1758;PTHRpp;Phospho-L-threonine phosphatase (periplasmic); 1:h2o_p +  1:thrp_p-> 1:pi_p +  1:thr__L_p
1759;PTPATi;Pantetheine-phosphate adenylyltransferase; 1:atp_c +  1:h_c +  1:pan4p_c-> 1:dpcoa_c +  1:ppi_c
1760;PTRCORNt7pp;Putrescine/ornithine antiporter (periplasm); 1:orn_c +  1:ptrc_p-> 1:orn_p +  1:ptrc_c
1761;PTRCTA;Putrescine Transaminase; 1:akg_c +  1:ptrc_c-> 1:4abutn_c +  1:glu__L_c
1762;PROtex;L-proline transport via diffusion (extracellular to periplasm); 1:pro__L_e-> 1:pro__L_p
1763;PRPPS;Phosphoribosylpyrophosphate synthetase; 1:atp_c +  1:r5p_c-> 1:amp_c +  1:h_c +  1:prpp_c
1764;MANGLYCtex;2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm); 1:manglyc_e-> 1:manglyc_p
1765;PSCLYSt2pp;Psicoselysine transport via proton symport (periplasm); 1:h_p +  1:psclys_p-> 1:h_c +  1:psclys_c
1766;PSCLYStex;Psicoselysine transporter via diffusion (extracellular); 1:psclys_e-> 1:psclys_p
1767;PTRCabcpp;Putrescine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:ptrc_p-> 1:adp_c +  1:h_c +  1:pi_c +  1:ptrc_c
1768;PTRCt2pp;Putrescine transport in via proton symport; 1:h_p +  1:ptrc_p-> 1:h_c +  1:ptrc_c
1769;PTRCtex;Putrescine transport via diffusion (extracellular to periplasm); 1:ptrc_e-> 1:ptrc_p
1770;PUNP1;Purine-nucleoside phosphorylase (Adenosine); 1:adn_c +  1:pi_c-> 1:ade_c +  1:r1p_c
1771;PSCVT;3-phosphoshikimate 1-carboxyvinyltransferase; 1:pep_c +  1:skm5p_c-> 1:3psme_c +  1:pi_c
1772;PSD120;Phosphatidylserine decarboxylase (n-C12:0); 1:h_c +  1:ps120_c-> 1:co2_c +  1:pe120_c
1773;PUNP2;Purine-nucleoside phosphorylase (Deoxyadenosine); 1:dad_2_c +  1:pi_c-> 1:2dr1p_c +  1:ade_c
1774;PUNP3;Purine-nucleoside phosphorylase (Guanosine); 1:gsn_c +  1:pi_c-> 1:gua_c +  1:r1p_c
